Adresse,Prix,Ville,Région,Chambres,Salles_de_bain,Salles_d_eau,Étages,Aire_habitable,Taille_terrain,Taxes_municipales,Taxes_scolaires,Électricité,Assurances
"7636-7638a, rue de Normanville",1259000,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,5.0,3.0,1.0,,,,500000.0,79204.0,,
"43, rue de la Cordée",699900,Blainville,Laurentides,6.0,3.0,2.0,2.0,2861.0,31011.0,424900.0,39600.0,534900.0,
chemin du Haut-Fossambault,129000,St-Augustin-De-Desmaures,Québec Rive-Nord,,,,,,12500.0,,,,
"225, route 132",25000,Nouvelle,Gaspésie-Îles-de-la-Madeleine,,,,,,,,,,
"20, impasse Royale",495000,Lac-Superieur,Laurentides,,,,,,,,,,
"2587-2589, rue Jean-Talon Est",880000,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,6.0,2.0,,,,,303856.0,36714.0,,
"337, chemin Ives Hill",1350000,Compton,Estrie,,,,,,,,,,
"3062, rue du Hibou",200000,Beauport,Québec Rive-Nord,2.0,1.0,1.0,1.0,1000.0,1000.0,180000.0,26000.0,150000.0,
"1288, route 321 Nord",649000,St-André-Avellin,Outaouais,3.0,1.0,1.0,2.0,1200.0,8720000.0,150000.0,15000.0,60000.0,
"312-125, rue Dalhousie",399500,Vieux-Port,Québec Rive-Nord,2.0,2.0,,1.0,1500.0,,405600.0,84207.0,,
"121, rue des Cervidés",1200000,St-Colomban,Laurentides,4.0,2.0,,2.0,2312.0,191705.0,463355.0,56400.0,,
"21, rue des Étangs",869000,Clermont,Charlevoix,,,,,,,672520.0,110000.0,2200000.0,630000.0
"127, rue Faucher",749000,St-Bernard,Chaudière-Appalaches,3.0,2.0,1.0,2.0,2028.0,33833.0,308700.0,32900.0,489200.0,302900.0
"18, rue Lac-Côté",179900,Réserve faunique de Rimouski,Bas-Saint-Laurent,2.0,1.0,1.0,1.0,,,27261.0,1100.0,,
"PH1-11-300, avenue des Sommets",895000,L'Ile Des Soeurs,Montréal / l'Île,2.0,2.0,,1.0,1185.0,,522222.0,64097.0,24162.0,34500.0
"1285, rue du Millet",789900,Lévis,Québec Rive-Sud (Lévis),4.0,2.0,,1.0,1510.0,6100.0,199100.0,69500.0,210000.0,
"373-375, rue Major",399000,Coaticook,Estrie,8.0,,,,,,206496.0,35195.0,400000.0,303100.0
"208, 2e rue Ouest",250000,Rimouski (Rimouski),Bas-Saint-Laurent,6.0,2.0,2.0,2.0,,,252054.0,17173.0,332000.0,150000.0
"7965, rue de Chamilly",750000,Saint-Léonard,Montréal / l'Île,5.0,2.0,2.0,2.0,,,357537.0,42659.0,360000.0,
"873-875, route Begin",425000,St-Anselme,Chaudière-Appalaches,3.0,,,,,11045.0,643156.0,33296.0,420000.0,178500.0
"1592, boulevard René-Lévesque Ouest",489000,Saint-Sacrement,Québec Rive-Nord,8.0,4.0,,1.0,1523.0,5000.0,496840.0,82500.0,386000.0,250000.0
"1255, rue Armand-Auclair",735000,Ste-Rose,Laval,4.0,2.0,1.0,2.0,1629.0,3350.0,286000.0,31500.0,60000.0,145000.0
"72, rue Paul-Étienne-Grandbois",899900,Rivière-Du-Loup,Bas-Saint-Laurent,4.0,2.0,1.0,2.0,2700.0,,698200.0,57500.0,290000.0,130000.0
"551, rue de l'Aéroport",450000,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,2.0,2.0,,2.0,,,250000.0,45800.0,350000.0,
3591-3601 rue Queen,2399000,Rawdon,Lanaudière,,,,,,23673.0,2582864.0,148221.0,509652.0,1085531.0
"28, rue Isabelle",399000,Victoriaville,Centre-du-Québec,4.0,3.0,,1.0,,,479928.0,29765.0,195791.0,12488.0
"760, rue Saint-Olivier",49500,St-Jean-Baptiste,Québec Rive-Nord,,,,,,1490.0,276400.0,16000.0,,
"897-899-901, rue Main",399000,Ayer's Cliff,Estrie,5.0,3.0,,,,,174207.0,11266.0,240000.0,
"946-948-950, rue Main",435000,Ayer's Cliff,Estrie,4.0,3.0,,,,,197929.0,15523.0,,
"375, rue Dufferin",629000,Stanstead,Estrie,16.0,11.0,,,,,945865.0,28630.0,,
"2761, rue des Anciens-Combattants",800000,Ste-Foy,Québec Rive-Nord,5.0,2.0,1.0,1.0,1120.0,5811.0,332829.0,32608.0,224400.0,181158.0
"2421, rue Cantin",320000,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2.0,1.0,,1.0,950.0,,160270.0,50000.0,120000.0,
route 117 Nord,89205,St-Faustin-Lac-Carré,Laurentides,,,,,,,50000.0,,,
"407-820, rue de Nemours",126500,Charlesbourg,Québec Rive-Nord,2.0,1.0,1.0,4.0,,,145000.0,23800.0,72000.0,
boulevard Talbot,68000,Chicoutimi (Laterrière),Saguenay-Lac-Saint-Jean,,,,,,25000.0,,,,
"0, rue Saint-Pierre",85700,La Baie,Saguenay-Lac-Saint-Jean,,,,,,,,,,
"466, rang du Bord-de-l'Eau",749000,Henryville,Montérégie (Rive-Sud Montréal),3.0,1.0,2.0,2.0,,,233500.0,37500.0,300000.0,100000.0
rue Gagnon,22000,St-Evariste-De-Forsyth,Chaudière-Appalaches,,,,,,40000.0,27000.0,,,
"1718, route Marie-Victorin",270000,St-Nicolas,Québec Rive-Sud (Lévis),2.0,1.0,1.0,2.0,,,172501.0,19375.0,199000.0,67941.0
"1857-1859, route 117",495000,Val-David,Laurentides,2.0,,,,,21600.0,352700.0,,,
"3890, avenue Saint-Augustin",160000,Breakeyville,Québec Rive-Sud (Lévis),,,,,,13300.0,,,,
boulevard Sainte-Marguerite,1495000,Mercier,Montérégie (Rive-Sud Montréal),,,,,,,94291.0,10814.0,,
1630-1632 avenue de l'Amiral,399000,Val-Bélair,Québec Rive-Nord,4.0,2.0,,2.0,1600.0,15000.0,303300.0,23900.0,101200.0,128000.0
"PH-D3-6300, place Northcrest",1339000,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2.0,2.0,,1.0,2125.0,,779200.0,99174.0,258900.0,
"75, rue Zacharie",180000,Sacré-Coeur-du-Saguenay,Côte-Nord,3.0,1.0,1.0,1.0,,,226739.0,9268.0,198236.0,89818.0
"2-7115, rue de Lanivet",420000,Brossard,Montérégie (Rive-Sud Montréal),2.0,1.0,,1.0,1180.0,,,,,
"1241, rue Chalutier",99000,Fabreville,Laval,,,,,,,59575.0,,,
"3261, boulevard Martel",210000,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,,,,,,8643.0,265700.0,11900.0,,
"789, 8e Rang",119000,St-Sylvere,Centre-du-Québec,1.0,1.0,1.0,,,,,,,
rue Principale Est,16200,St-Medard,Bas-Saint-Laurent,,,,,,,,,,
"2830, boulevard Malcolm-Fraser",575000,La Malbaie (St-Fidèle),Charlevoix,3.0,2.0,1.0,2.0,2200.0,,300000.0,40000.0,300000.0,100000.0
"7, rue de la Légion",374900,Morin-Heights,Laurentides,2.0,1.0,,1.0,1045.0,,208774.0,15602.0,120000.0,150000.0
"562, rue Principale",175000,St-François-De-Sales,Saguenay-Lac-Saint-Jean,,,,,,,185000.0,,,
"1784, rue Bernadette-Laflamme",994900,Chambly,Montérégie (Rive-Sud Montréal),4.0,3.0,1.0,2.0,2626.0,,460812.0,55346.0,,
"4203-1188, rue Saint-Antoine Ouest",699000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,2.0,,1.0,650.0,,495500.0,57000.0,60000.0,3000.0
"1476, rue Laurence-Gendron",438000,St-Félicien,Saguenay-Lac-Saint-Jean,4.0,3.0,,1.0,2240.0,,409070.0,,426000.0,
"3, rue Lévesque",508000,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,5.0,2.0,1.0,2.0,1884.0,18448.0,481800.0,105181.0,,119100.0
"189, rue Côté",169000,Matane,Bas-Saint-Laurent,6.0,2.0,1.0,2.0,1456.0,5000.0,333825.0,13124.0,,
"499, Grande Rue du Lac",69000,St-Nérée,Chaudière-Appalaches,,,,,,,47861.0,,,
"1, chemin du Lac Élan",400000,St-Donat,Lanaudière,,,,,,346653.0,249048.0,2520.0,,
"271, 4e Avenue",175000,Limoilou,Québec Rive-Nord,,,,,,,,,,
"2009-2000, boulevard René-Lévesque Ouest",699000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,1.0,,1.0,761.0,,400000.0,80000.0,90000.0,
"1005-2000, boulevard René-Lévesque Ouest",649000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,1.0,,1.0,725.0,,360000.0,60000.0,90000.0,
"79, chemin des Oies",1395000,Luskville,Outaouais,3.0,2.0,1.0,2.0,2000.0,,515343.0,80000.0,312000.0,240000.0
"1166, rue des Saisons",399000,St-Nicolas,Québec Rive-Sud (Lévis),,,,,,10376.0,471748.0,,,
"245, rue Principale",30000,St-Victor,Chaudière-Appalaches,,,,,,8000.0,,,,
"140, chemin des Érables",299000,St-Adolphe-D'Howard,Laurentides,2.0,1.0,,1.0,800.0,22000.0,152000.0,10000.0,,
"CRT-33, Lac aux Rognons",699000,La Tuque (Lac-Édouard),Mauricie,3.0,2.0,,2.0,1800.0,114226.0,167314.0,19263.0,,607600.0
"118, place Gervais",350000,Ste-Geneviève-De-Berthier,Lanaudière,3.0,2.0,,1.0,1000.0,8400.0,148000.0,35000.0,162000.0,130000.0
"501-1900, boulevard Angrignon",629000,LaSalle,Montréal / l'Île,2.0,1.0,1.0,1.0,1100.0,,330000.0,55700.0,,
route de la Traverse,60000,ND-De-Montauban,Mauricie,,,,,,,,,,
"202-1650, rue Panama",400000,Brossard,Montérégie (Rive-Sud Montréal),2.0,1.0,,1.0,,,,,,
"1577, boulevard de l'Ange-Gardien Nord",435000,L'Assomption,Lanaudière,3.0,2.0,,1.0,1148.0,,126300.0,22627.0,,
"602-80, rue Prince",525000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1.0,1.0,,1.0,840.0,,265784.0,52000.0,60400.0,28000.0
"13, chemin de la Loutre",429900,Val-Des-Monts (St-Pierre-de-Wakefield),Outaouais,,,,,,,,,,
"1186, rue Pauline",366000,Ste-Julienne,Lanaudière,3.0,1.0,1.0,1.0,1487.0,18000.0,189900.0,24400.0,,
"224, rue Montmorency",359000,Boischatel,Québec Rive-Nord,3.0,1.0,,1.0,1040.0,7972.0,268300.0,23800.0,,
"286, 7e Rang Est",929900,Lochaber,Outaouais,6.0,3.0,,1.0,2480.0,,517800.0,,266200.0,
"2246, rue des Carouges",699900,St-Nicolas,Québec Rive-Sud (Lévis),4.0,2.0,,2.0,409.0,45000.0,420000.0,60000.0,470000.0,
"1176, route 117",795000,St-Faustin-Lac-Carré,Laurentides,,,,,,,430000.0,,,830000.0
"618, chemin des Islets",349900,Trois-Pistoles,Bas-Saint-Laurent,3.0,1.0,,2.0,,,273278.0,13249.0,230000.0,
"110, rue des Bosquets",210000,Dolbeau-Mistassini,Saguenay-Lac-Saint-Jean,2.0,2.0,,1.0,,,233474.0,12040.0,144000.0,
rue du Lynx,129000,St-Ferréol-les-Neiges,Québec Rive-Nord,,,,,,,78100.0,,,
"519, rue Lamontagne",89500,St-Prime,Saguenay-Lac-Saint-Jean,,,,,,39375.0,,,,
"1790, rue Dunant",1057000,Sherbrooke (Mont-Bellevue),Estrie,,,,,,,500000.0,38000.0,,
avenue Adam,166432,Chertsey,Lanaudière,,,,,,166442.0,17434.0,1.0,,
"101, avenue Saint-Jean-Baptiste",710000,Vaudreuil-Dorion,Montérégie Ouest,2.0,1.0,,1.0,1625.0,12396.0,338384.0,42400.0,70000.0,
rue Saint-Joseph,65000,Nominingue,Laurentides,,,,,,36238.0,,,,
"1943, 5e Avenue",390000,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3.0,1.0,1.0,2.0,,2759.0,180000.0,35000.0,,
"1-204, rue Villeray",750000,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,2.0,2.0,,1.0,875.0,2023.0,183800.0,23000.0,,
"355, rue Laurier",3300000,Ste-Catherine-de-la-JC,Québec Rive-Nord,4.0,3.0,3.0,1.0,3416.0,5820130.0,768085.0,88552.0,536373.0,136686.0
"524-526, rue Saint-Thomas",458888,Joliette,Lanaudière,,,,,,4960.0,463685.0,21846.0,,204823.0
"806-700, rue Saint-Paul Ouest",500000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1.0,1.0,,1.0,569.0,,290900.0,,,30000.0
"3, rue du Boisé",53900,Lac-Etchemin,Chaudière-Appalaches,,,,,,,38800.0,1300.0,,
"39, rue des Ardennes",895000,Victoriaville,Centre-du-Québec,4.0,3.0,1.0,2.0,2805.0,25000.0,960616.0,222044.0,,
chemin Keenan,"0,48",Melbourne,Estrie,,,,,,3280068.0,,,,
"182, rue Principale",279900,Ste-Lucie-De-Beauregard,Chaudière-Appalaches,6.0,3.0,2.0,2.0,2262.0,,195000.0,29200.0,337500.0,200000.0
"231, chemin Macaulay",900000,Dudswell (Bishopton),Estrie,6.0,,,,,,253746.0,18205.0,154605.0,
rue des Feux-Follets,175000,Morin-Heights,Laurentides,,,,,,43686.0,65377.0,10165.0,,
"3109, chemin Oka",699000,Ste-Marthe-Sur-Le-Lac,Laurentides,13.0,5.0,2.0,2.0,,,342400.0,36700.0,,
"72-900, rue Sherbrooke Ouest",689000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,4.0,1.0,1.0,1.0,,,,,,
"97, avenue d'Amours",225000,Matane,Bas-Saint-Laurent,,,,,,57150.0,484533.0,,,616600.0
"210, rue Principale",200000,Lac-Du-Cerf,Laurentides,,,,,,,322900.0,25361.0,,
"5179, avenue Brillon",2750000,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,4.0,2.0,1.0,2.0,3000.0,4000.0,950000.0,,,
"617-621, boulevard de Palerme",995000,La Prairie,Montérégie (Rive-Sud Montréal),6.0,3.0,,,,11400.0,547383.0,54755.0,,140000.0
"11662-11664-11666, rue Pavillon",979900,Pierrefonds / Roxboro,Montréal / l'Île,7.0,3.0,1.0,,,5138.0,332632.0,38400.0,,120000.0
"205, rue Gemme",514000,Granby,Estrie,3.0,1.0,1.0,2.0,2314.0,,318655.0,27826.0,335000.0,
"2261, rue de Nice",1495000,St-Lazare,Montérégie Ouest,4.0,2.0,2.0,2.0,,17518.0,599892.0,200000.0,701700.0,457848.0
"717-2555, avenue du Havre-des-îles",299500,Chomedey,Laval,1.0,1.0,,1.0,600.0,,140000.0,24500.0,,81600.0
"357-359-361-363, boulevard Marcotte",189500,Roberval,Saguenay-Lac-Saint-Jean,6.0,4.0,,,,,382659.0,33000.0,,150000.0
"63, route du Phare",580000,Percé,Gaspésie-Îles-de-la-Madeleine,5.0,2.0,,1.0,2700.0,41600.0,500000.0,15000.0,1000000.0,120000.0
"103-1700, rue Isabelle-Aubert",315000,Vanier,Québec Rive-Nord,2.0,2.0,1.0,1.0,1280.0,,305689.0,54100.0,,
"399, boulevard Sainte-Anne Ouest",650000,Ste-Anne-Des-Monts,Gaspésie-Îles-de-la-Madeleine,,,,,,5000.0,,,,
"6-675, avenue Beaumont",325000,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,2.0,1.0,,1.0,,,185000.0,40000.0,120000.0,
"1434-1440, 11e Rang",370000,St-Valérien-De-Milton,Montérégie (Rive-Sud Montréal),1.0,,,,,53000.0,,,,
"3, rue Bellevue",45000,St-Joachim,Québec Rive-Nord,,,,,,33000.0,30600.0,,,
"77-81, rue Saint-Jacques Est",799000,Ste-Therese,Laurentides,13.0,3.0,,,,6028.0,489900.0,37200.0,,145000.0
"1152, chemin du Lac-Mandeville",395000,Mandeville,Lanaudière,3.0,1.0,,1.0,1044.0,36800.0,133131.0,18550.0,200000.0,121753.0
"4345, rue Barbeau",670000,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),7.0,4.0,,2.0,2190.0,6038.0,359300.0,37600.0,,
4904-4906,525000,Ile d'Orléans (St-Jean),Québec Rive-Nord,2.0,1.0,1.0,2.0,928.0,,485900.0,43278.0,150000.0,220000.0
"360, rue Scott",495000,Chateauguay,Montérégie (Rive-Sud Montréal),5.0,2.0,,,,,480899.0,27467.0,,
"PH3-1449, rue Saint-Alexandre",1199000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,1.0,,1.0,1216.0,,,,,
"20, rue Bélanger",130000,Lac Des Aigles,Bas-Saint-Laurent,,,,,,,160000.0,,,
"625, rue des Érables",749000,Dudswell (Marbleton),Estrie,,,,,,,288047.0,26002.0,,
"8, rue Édéas-Boucher",944000,Mont-St-Gregoire,Montérégie (Rive-Sud Montréal),5.0,2.0,1.0,2.0,3850.0,46000.0,366700.0,33922.0,230000.0,340000.0
"C-7374, boulevard Wilfrid-Hamel",269900,Ste-Foy,Québec Rive-Nord,2.0,1.0,,1.0,1000.0,,209600.0,21700.0,95000.0,
"584-588, Route 131",1850000,ND-Des-Prairies,Lanaudière,,,,,,70000.0,1890755.0,217333.0,10000.0,250000.0
"1178, rue des Merisiers",320000,St-Nicolas,Québec Rive-Sud (Lévis),3.0,1.0,1.0,2.0,1408.0,10656.0,272400.0,45000.0,200000.0,55000.0
"552, montée de la Cannerie",1249000,St-Blaise-sur-Richelieu,Montérégie (Rive-Sud Montréal),4.0,2.0,,1.0,2500.0,,260918.0,48842.0,,226000.0
"3030, rang Saint-Sauveur",330000,Fortierville,Centre-du-Québec,4.0,1.0,,2.0,,101670.0,245115.0,,,
"8475, rue de Brouage",808000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3.0,1.0,,,,,362079.0,42132.0,,150000.0
Route 117,350000,Rivière-Rouge (Marchand),Laurentides,,,,,,,204200.0,20700.0,,
chemin Lamoureux,"0,25",Ste-Julienne,Lanaudière,,,,,,,,,,
"328, chemin Saint-Guillaume",624000,St-Donat,Lanaudière,4.0,2.0,1.0,3.0,,,287565.0,27594.0,,142000.0
"119, rue Jessyka",679900,Ste-Sophie,Laurentides,2.0,2.0,1.0,2.0,,129000.0,,,220000.0,180000.0
"6595, chemin de Saint-Élie","8,50",Sherbrooke (St-Élie-d'Orford),Estrie,,,,,,200000.0,,,,
"2-2580, rue Joliette",669000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2.0,1.0,1.0,2.0,1152.0,,277000.0,32100.0,97000.0,28100.0
"713-1225, rue Notre-Dame O",515000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,1.0,,1.0,,,264100.0,35500.0,,
"140-142-146, rue du Père-Arnaud",355000,Saint-Sauveur,Québec Rive-Nord,3.0,1.0,1.0,,,5000.0,445160.0,,,301200.0
"3986-3988-3990, montée Saint-Hubert",Prixsurdemande,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),,,,,,,,,,
"11615, rue de l'Émeraude",750000,Mirabel (Mirabel en Haut),Laurentides,5.0,2.0,1.0,2.0,1969.0,16146.0,251981.0,41391.0,270000.0,153300.0
"14-20, rue Main Ouest",265000,Coaticook,Estrie,,,,,,2258.0,475726.0,16463.0,53275.0,296808.0
"78, rue des Épinettes",94000,Lebel-Sur-Quevillon,Nord-du-Québec,3.0,1.0,,1.0,964.0,,170000.0,4700.0,,
"7148, chemin Montauban",439000,St-Damien,Lanaudière,7.0,4.0,,,,,263800.0,27500.0,120000.0,188000.0
"17, rue de l'Aqueduc",525000,Victoriaville,Centre-du-Québec,12.0,5.0,,,,,530824.0,25079.0,,201214.0
chemin de la Presqu'île,100000,St-Mathieu-Du-Parc,Mauricie,,,,,,,36352.0,467.0,,
"11157, avenue Ethier",549000,Montréal-Nord,Montréal / l'Île,7.0,4.0,,2.0,,,382422.0,40045.0,,
"307-777, rue des Glacis",219000,Vieux-Québec,Québec Rive-Nord,1.0,1.0,1.0,2.0,517.0,,186630.0,15900.0,90000.0,
"104, avenue du Moulin",160000,St-Thomas-Didyme,Saguenay-Lac-Saint-Jean,,,,,,,225500.0,15000.0,100000.0,200000.0
"27-29, rue Leblond",235000,St-Damien-De-Buckland,Chaudière-Appalaches,2.0,1.0,1.0,,,,255000.0,23000.0,,90000.0
"2455, 175e Rue",635000,St-Georges,Chaudière-Appalaches,3.0,2.0,,1.0,1250.0,45000.0,327000.0,51197.0,120000.0,190000.0
"258, chemin du Roy",500000,St-Augustin-De-Desmaures,Québec Rive-Nord,,,,,,31025.0,,,,
"8320, rue Sherbrooke Est",1950000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3.0,1.0,2.0,2.0,1800.0,10000.0,602300.0,71300.0,314400.0,
"125A-B-C-D, rue Principale",390000,Esprit-Saint,Bas-Saint-Laurent,6.0,,,,,,,17800.0,,
"399-401-403-405-407-409, rue Galt",1395000,Verdun,Montréal / l'Île,6.0,6.0,,,,,678760.0,80800.0,,253120.0
rang de la Tour,150000,St-Vianney,Gaspésie-Îles-de-la-Madeleine,,,,,,,,,,
Route 132 Ouest,35000,Ristigouche-Partie-Sud-Est,Gaspésie-Îles-de-la-Madeleine,,,,,,,,,,
"3-1471, rue Notre-Dame Ouest",525000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,1.0,,1.0,,,253918.0,30327.0,124996.0,104931.0
"333, rue Marie-Victorin",144900,St-Pierre-Les-Becquets,Centre-du-Québec,4.0,1.0,,2.0,1392.0,,150135.0,9200.0,133000.0,201000.0
"1, rue Bourassa",97000,La Tuque,Mauricie,,,,,,,,,,
"157, rue Blainville Est",950000,Ste-Therese,Laurentides,3.0,1.0,,,,8165.0,675600.0,41700.0,,
"302-859, rue de la Commune Est",742000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1.0,1.0,1.0,1.0,809.0,,,,100000.0,27500.0
"1951, boulevard de la Grande-Baie Sud",125000,La Baie,Saguenay-Lac-Saint-Jean,,,,,,16300.0,74633.0,1584.0,,
"895, route du Lac Ouest","2,50",Alma,Saguenay-Lac-Saint-Jean,,,,,,2000000.0,,,,
chemin du Grand-Pré,349000,St-Jean-sur-Richelieu (L'Acadie),Montérégie (Rive-Sud Montréal),,,,,,21004.0,,,,
"362, route de la Grande Alliance",150000,Baie-Ste-Catherine,Charlevoix,,,,,,31303.0,307600.0,,230000.0,130000.0
"202-2715, rue Beauvais",260000,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2.0,1.0,,3.0,1083.0,,161000.0,15500.0,85308.0,
"1355, rue Lalemant",319500,Drummondville (Drummondville),Centre-du-Québec,3.0,2.0,1.0,2.0,,,168454.0,21400.0,220900.0,134400.0
rue Desrosiers,30000,Matane,Bas-Saint-Laurent,,,,,,,64666.0,13200.0,,
"1795, rue de Melbourne",371900,Terrebonne (Terrebonne),Lanaudière,2.0,1.0,,2.0,1038.0,,221996.0,16014.0,86000.0,
"125, croissant des Hautes-Cimes",799900,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,3.0,2.0,,1.0,1522.0,,528500.0,60300.0,146400.0,121700.0
"447, chemin de la Grande-Cote",1999000,Rosemère,Laurentides,8.0,1.0,7.0,3.0,,,,,,
"48, rue Saint-Jean-Baptiste",735000,Baie-St-Paul,Charlevoix,,,,,,9084.0,681700.0,43700.0,437100.0,196100.0
"25, rue Saint-Charles",899000,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),4.0,2.0,1.0,2.0,,,351000.0,40400.0,144000.0,180000.0
"15-439, avenue Grosvenor",950000,Westmount,Montréal / l'Île,3.0,1.0,,1.0,1333.0,,,,112605.0,
"275, 116e Rue",165000,St-Georges,Chaudière-Appalaches,6.0,1.0,1.0,2.0,1494.0,,119997.0,5923.0,,
"810-832, rue Saint-Louis",690000,Sherbrooke (Mont-Bellevue),Estrie,2.0,1.0,,,,,870300.0,47000.0,1314500.0,390800.0
"204, chemin Saint-Thérèse-de-la-Gatineau",439000,Déléage,Outaouais,,,,,,,,,,
rang Saint-Jean Sud Est,239000,Lavaltrie,Lanaudière,,,,,,,89340.0,8263.0,,
"614-4952, rue Honoré-Beaugrand",575000,St-Augustin-De-Desmaures,Québec Rive-Nord,3.0,2.0,,1.0,1674.0,,616462.0,,,
"10, rue Principale",449900,La Visitation-De-Yamaska,Centre-du-Québec,4.0,1.0,,2.0,1152.0,,108200.0,12500.0,,
"10, chemin du Grand-Bornand",1979000,Lac-Beauport,Québec Rive-Nord,5.0,3.0,1.0,2.0,3700.0,20000.0,,,500000.0,240000.0
rue Henri,89000,Rawdon,Lanaudière,,,,,,,58899.0,,,
"2136, boulevard du Curé-Labelle",740000,St-Jérôme (Lafontaine),Laurentides,8.0,,,,,8604.0,815968.0,30872.0,,400000.0
"2-1850, rue Mullins",335000,Le Sud-Ouest,Montréal / l'Île,2.0,1.0,,1.0,941.0,,,,,
"2707, rue Saint-Philippe",475000,Mascouche,Lanaudière,,,,,,190984.0,,,,
"1026, rue des Carcajous",550000,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,5.0,2.0,1.0,1.0,,7873.0,448000.0,34500.0,358000.0,80000.0
"645, rue Duvernay",649000,Verchères,Montérégie (Rive-Sud Montréal),4.0,2.0,1.0,2.0,,,275000.0,46500.0,13000.0,26000.0
"434, chemin Catherine-Delzenne",2095000,Les Éboulements,Charlevoix,4.0,3.0,1.0,2.0,4893.0,34475.0,,,,
"2340, chemin du Cap",975000,Duhamel,Outaouais,5.0,2.0,1.0,2.0,2361.0,31684.0,396100.0,51000.0,540000.0,340000.0
rue Caldwell,59500,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,,,,,
"331, rue Huguette",850000,Fabreville,Laval,5.0,1.0,1.0,4.0,2400.0,6000.0,402680.0,47964.0,276000.0,110000.0
"330, chemin du Vieux-Village",368000,Piopolis,Estrie,3.0,2.0,1.0,1.0,1232.0,35000.0,260000.0,25000.0,120000.0,115000.0
"6716-6724, rue Saint-Denis",2750000,Rosemont / La Petite Patrie,Montréal / l'Île,5.0,2.0,,,,6500.0,1641200.0,127400.0,313200.0,725400.0
"6280, boulevard Léger",1599999,Montréal-Nord,Montréal / l'Île,2.0,1.0,,,,,552100.0,58100.0,33000.0,400000.0
"7450, rue Henri-Julien",685000,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,5.0,2.0,1.0,1.0,3000.0,,,,,
"123-937, avenue Roland-Beaudin",325000,Ste-Foy,Québec Rive-Nord,2.0,1.0,,1.0,565.0,,202500.0,,,
"409-1211, rue Drummond",450000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1.0,1.0,1.0,1.0,565.0,,240200.0,37000.0,60000.0,34000.0
"1702, chemin du Village",275000,St-Adolphe-D'Howard,Laurentides,2.0,1.0,,1.0,640.0,,200175.0,8058.0,,
"6030, rue Maude",99500,Nantes,Estrie,,,,,,58200.0,,,,
"39, rue Bourbeau",350000,Beauport,Québec Rive-Nord,4.0,2.0,2.0,1.0,1090.0,,185000.0,32700.0,120000.0,70000.0
rue du Denali,324900,La Conception,Laurentides,,,,,,,172177.0,,,
"43, 5e Rang Ouest",399999,Mont-Carmel,Bas-Saint-Laurent,,,,,,,,,336000.0,
"103-1125, montée de l'Ubac",374000,Val-Morin,Laurentides,2.0,1.0,,1.0,1120.0,,439700.0,22700.0,52000.0,60000.0
"530, rue du Mousquet",695000,Shawinigan (Lac-A-La-Tortue),Mauricie,,,,,,,634300.0,90700.0,,
"201-200, rue de Morency",299000,Gatineau (Gatineau),Outaouais,2.0,1.0,,1.0,1130.0,,173100.0,40000.0,,
"230, boulevard Notre-Dame",284000,Clermont,Charlevoix,6.0,2.0,,2.0,,,184675.0,14113.0,350000.0,
"1600, avenue du Bocage",365000,Shawinigan (Grand-Mère),Mauricie,5.0,2.0,,1.0,,,,,,
